,id,response,true_score
260,13024,goes through some rigors things to make sure the mRNA makes new RNA to get through the life cycle,0
261,13025,"Metaphase, telophase, anaphase, and prophase.",0
262,13026,"Mitosis, Meiosis, Cytokinesis, ad telophase",0
263,13027,prophase- it is when the two sister chromosomes pull apart and go to different sides. metephase-they meet in the middle. Anaphase- they pull apart. telephase- they switch over.,0
264,13028, sort out protien make enzymes create energy give protein,0
265,13029,The mRNA sends the instructions to the tRNA that makes copies and the rRNA makes the amino acid sequence that makes a specific protein.,1
266,13030,One mRNA  copies the message. Two mRNA goes to tRNA. Three tRNA replicates it. Four new cells are copied.,0
267,13031,m-rna transcribes to a ribosome. Then the ribosome joins a codon and an anti-codon. then the ribosome joins 2 amino acids. and this will keep going until it reaches a stop codon.,2
268,13032,Well first it goes into mRNA and then it moves into tRNA because it is transporting the protein to wherever it needs to go.,0
269,13033,the mRNA delivers the protein to tRNA and the tRNA transfers the protein to the amino acids and the amino acids then make protein,0
270,13034,mRNA tRNA: transports protein rRNA: receives protein DNA: a  new DNA is formed.,0
271,13035,"Four major steps are interphase, prophase, metaphase, anaphase",0
272,13036,The mRNA travels to the ribosome.,1
273,13037, tRNA rRNA gRNA mRNA,0
274,13038,"mRNA leaves, handing it to the messenger. Messenger hands it to the receiver. The receiver hands it back to the messenger.",0
275,13039,"First they find their pair. Next, thymine replaces with uraine. Then they separate to make another pair. Finally they pair back together as a one pair.",0
276,13040,"When the mRNA leaves the nucleus, it enters a ribosome. At the ribosome, translation starts to take place.  Anti-codons are paired with codons to make polypeptide sequences.  Codons consist of three of the following: adenine, uracil, cytosine, or guanine. They can go in any order such as AAA, UAU, GUU, CUA, and many  other combinations.  Complementary codons are like the opposite because they work in pairs. Adenine goes with uracil and Cytosine goes with guanine. Floating nucleotide bases are dropped off and put into order based on these complementary pairs.  Then amino acids are put into order as a polypeptide sequence.",2
277,13041,The mRNA leaves the nucleus into the cytoplasm. Next the mRNA goes to the ribosome. When the mRNA arrives at the ribosome the codons  sequence of three consecutive nitrogen bases are translated into amino acids. The amino acid chain is assembled and it then leaves the ribosome.,2
278,13042,"After mRNA leaves the nucleus, it copies and unzips.",0
279,13043,"The four major steps involved in protein synthesis are prophase, anaphase, metaphase, and interphase.",0
280,13044, IT IS TRANSPORTED TO THE RRNA IT IS THIN READ AND DECOTED THIN THE TRNA BRINGS JIN A CODE       THEN IT IS MOVED DOWN FOR THE NEXT SEGMENT TO BE CODED,1
281,13045,"Proteins develop muscles and bones, they prevent from disease, and also proteins help digest food.",0
282,13046,If your body doesn't have a match to go with the strand that is on the other side the whole mRNA will fall apart.,0
283,13047,mRNA tRNA,0
284,13048,Sunlight causes the chlorophyll to produce oxygen which is released into the atmosphere.,0
285,13049,The mRNA attaches to a ribosome. Then codons attach. Then the codons match the sequences of the organ in. Process repeats until a protein is made.,1
286,13050,"mRNA first takes the message from the nucleus to the ribosomes to start tRNA where they translate the message. Then, at the polypeptides, they start putting it all together into a message and then the last step is when they start to conclude the process.",1
287,13051,anaphase metaphase telophase prophase,0
288,13052,Copying of the DNA. DNA getting transferred. DNA getting paired with a new strand. DNA being fused with new strand.,0
289,13053, producing energy from sunlight     ,0
290,13054,"mRNA leaves the nucleus, it moves out of the membrane, into another cell, giving that cell the RNA",0
291,13055,  anticodons and codons are attached.  Polypeptide chains are formed.  ribosomes are attached,1
292,13056,Prophase Metaphase Anaphase Telophase,0
293,13057,"enzymes, proteins, cell, cell membrane",0
294,13058," DNA splits and a matching copy of RNA is made.  The RNA then starts creating proteins that coincide with the sequence it has made from the DNA.   Once the amino acids have connected to the RNA, and proteins have been created, tRNA takes the proteins and delivers them to the Endoplasmic Reticulum and ribosomes.  The ribosomes give the proteins their instructions, or function.",0
295,13059,"Prophase, Metaphase, Anaphase, and Telophase are four major processes that are involved in protein synthesis.",0
296,13060,"mRNA takes the RNA to the with directions to copy the stand, tRNA which will transfer the RNA to the rRNA which will copy the RNA.",0
297,13061,"After mRNA leaves the nucleus, it is then turned into tRNA. The tRNA is then sent out of the ribosomes, and is lead to the Golgi body. The Golgi body sends it out to the cell.",0
298,13062,mRNA rRNA gRNA tRNA,0
299,13063,"First, the mRNA leaves the nucleus.  Second, it attaches to a ribosome.  Third  tRNA begins bringing amino acids and using the mRNA as a pattern to synthesize a protein.  Fourth, the mRNA is destroyed and the protein goes to the place it was created for.",1
