,id,response,true_score
570,13336, The mRNA leaves the nucleus leaves the cell and goes to the ribosomes.    The mRNA is transcribed.  tRNA collects the amino acids and brings them bact to the ribosomes.   The ribosomes place together the amino acids into a single strand of protein.,1
571,13337,m RNA leaves the nucleus,0
572,13338,"The messenger RNA leaves the nucleus and brings the DNA to the cytoplasm. The DNA ladder unzips and the nucleotides are trying to find their matches. This is called transcription. RNA processing then occurs and the genetic code is given to the nucleus. Translation happens after the genetic code reaches the nucleus. During translation, the codons find their anti-codons in pairs of 3 to start making amino acids. After 20 amino acids, there will be a stop codon indicating the process to stop.",1
573,13339,"The mRNA leaves the nucleus. Then with the coiled DNA sequence, it matches up the corresponding amino acids. Then it goes to the ribosome and drops off the amino acids that match. I they don't match then they go back and try to do it again. When they do match it forms an amino acid and then it forms a protein.",1
574,13340,"In protein synthesis after the mRNA leaves the nucleus, the cell will need to make a copy of the mRNA. After copying it, it will be synthase. Then, the copied version and the original version will be crossed over to cause genetic variation for the organism. Last, the cell will be sent out to the body to replace the ones that can no longer do their job efficiently.",0
575,13341,"Four major steps would be prophase, metaphase, anaphase, and telophase.",0
576,13342,The nucleus leaves the body.,0
577,13343,"when mRNA leaves the nucleus the ribosomes take it to the Golgi apparatus. Then, from there it goes to the mitochondria and then the nucleus",1
578,13344,anaphase prophase metaphase telophase,0
579,13345,The first step is the mRNA is unzipped by a RNA polymerase. Then it is made into tRNA. After that it enters our DNA and lastly it is made into protein.,0
580,13346,they are manufacture and produced and used then excreted from the nucleus,0
581,13347,Well after the RNA leaves the nucleus it makes a section strand that marches form the strand that it made to go with the DNA. It then turns in to TRNA witch turn the T bace in to a U bace and the U bace pears up with the A bace. Then they connect with the rRNA to make the amino acids .,0
582,13348,mRNA carries instructions from the nucleus for the amino acid sequence of a protein.,0
583,13349,mRNA leaves the nucleus,0
584,13350,"mRNA leaves the nucleus first, second they get the ATP and they take it to the mitochondria and they let them know what they have to fix, fourth they go to the place where the cell needs fixed, and fifth they end up with protein synthesis.",0
585,13351,The mRNA leaves the nucleus. The mRNA takes a code to a ribosome. The amino acids in the ribosome translates the code and attaches a responds to the tRNA. The tRNA goes back to the nucleus with  its coded segments.,1
586,13352,mRNA enters the cytoplasm. It then carries instructions to the ammino acid sequence. Then it turns into tRNA and carries the complete sequence off. From there it creates a protein.,0
587,13355,"The four major steps involved in protein synthesis are when the DNA is being replicated, when rRNA is being produced, when tRNA is being produced and when mRNA is being changed.",0
588,13356,first you go to prophase then from prophase you go to metaphase from metaphase you go to anaphase from anaphase you go to telophase during all these steps you start off with two cell then you have the cells separating into two separate one then they just end as being one cell,0
589,13357,It gets rid of the nucleus.,0
590,13358,"prophase, metaphase, interphase, anaphase",0
591,13359,nucleotide. mitochondria. flagella. Golgi apparatuses.,0
