,id,response,true_score
137,12901,"DNA Coding: DNA is decode by the ribosome to make mRNA. Transcription: Once the DNA is coded into mRNA, the process of transcription follows in which the mRNA is recoded into tRNA anti-codons .Translation: Now the tRNA is then coded by the ribosome once again and is now ready for protein synthesis. Protein Synthesis: Following up on translation, the tRNA has now been coded and the new protein has been produced.",0
138,12902,"mRNA then turn into a ribosome, from their it gets the rest of the process happens with natural selection.",0
139,12903,"First, the mRNA binds with the tRNA. Second, the pairs of RNA that bind, bind with the amino acids. Third, they form a polypeptide. Lastly, the chain breaks lose.",1
140,12904,The mRNA takes instructions to the amino acid and then it the tRNA takes over there and it transfers the amino acid and the  whole sequence starts again.,0
141,12905, Prophase2 Metaphase3 Anaphase4 Telophase,0
142,12906,The mRNA binds to the ribosome and makes tRNA which then goes and gathers amino acids then the tRNA drops the amino acids off then goes and gets more until a 'stop' Condon is read then polypeptide bonds for making the protein then the protein leaves the cell.,3
143,12907,messenger- it leaves transcription- decodes RNA translation- Translates RNA ribosomal- Puts Rna into the correct ribosome,0
144,12908,mRNA goes to the ribosome were the ribosome creates tRNA and take it to a cell to be copied and translated into DNA,1
145,12909,"As mRNA leaves the nucleus it travels to rRNA, or a ribosome, to be translated into a protein.  tRNA travels to the ribosome with an amino acid, it then creates a covalent bond and releases the amino acid.  As more and more of these covalent bond occur more amino acids begin to fuse together, creating a polypeptide bond.  The polypeptide then folds up and travels to the Golgi to be sent to where it is needed.",3
146,12910, It travels through the cytoplasm  It reaches the tRNA  tRNA codes for amino acids  The amino acids are sent,0
147,12911," The mRNA goes into a ribosome.  The rRNA translates the code in the ribosome.  The tRNA connects to amino acids  CG, AT .  When the tRNA reaches a stop codon a protein is released.",3
148,12912,"mRNA leaves the nucleus, and gives the amino acid sequence for the protein, the protein is made and used in a section of DNA",0
149,12913,The mRNA will go to a ribosome. The ribosome will make an opposite copy of the strand so it can fit together an have to similar RNA strands. The mRNA will go back to the nucleus to fit into the DNA. The RNA may have a mutation or the DNA strand will be complete.,1
150,12914,IT JUST LEAVES,0
151,12915, your body will push the proteins into your organs.  The proteins come from the organs and get moved into your digestive system.,0
152,12916, It goes to the amino acids to decode the message.  Gives the message to tRNA to transfers it to the ribosome.  The ribosome then understand the message and start making protein.  Protein is made.,0
153,12917," Leaves nucleus.  Amino acids with protein synthases hook onto mRNA.  Transfer mRNA information to amino acids  that are attached to proteins  Release the amino acid and protein, which become separated.",0
154,12918,copy the DNA,0
155,12919,Anaohase metaphase telophase cytokanises,0
156,12920,"First, the segment on mRNA are put the gather by the nucleus. Next, the mRNA leaves the nucleus and pairs up with the floating bases around them. The bases line up with the mRNA and form codes. Each sequence of three bases is a protein.",0
157,12921,"the protein builds itself, then it builds molecules, then the cell walls come in, that makes the cell.",0
158,12922,"The first step is when the mRNA attaches to the ribosomes, which are produced by rRNA. The mRNA forms a codon. Then, tRNA anticodons bring amino acids to match the codons. The amino acids attach by peptide bonds. After releasing the amino acid, the tRNA leaves to get more amino acids. The process stops when a complete protein is made.",2
159,12923,After mRNA leaves the nucleus it transcribes itself to make set of tRNA.,0
160,12924,After mRNA leaves transcription takes place in which the message from the mRNA is made into codons that code for amino acids.  Next translation occurs and the codons are translated  into anticodons.  Next the amino acids are brought in to create a protein.,1
161,12925,The nucleus will die out because it will not have no mRNA to help it survive. It will be able to create a new generation so that it can live on. It will struggle to live. It will not be able to collect food with out it.,0
162,12926,mRNA divides     tRNA is formed     tRNA carries information to nucleus      sends out the messages,0
163,12927,"The mRNA leaves the nucleus to go to a ribosome with the copied DNA. Nucleotides connect in the correct order. Amino acids attach. The amino acid chain keeps getting longer and after each amino acid attaches to the chain, it unattached itself from the nitrogen bases.",1
164,12928,then it travels to a place where it makes a copy of it and makes the protein that your body needs to survive.,0
165,12929, The mRNA will leave the nucleus.  The DNA will start stacking up.  Three DNA will join together.  The amino acid will form.,0
166,12930,"Keep organisms in the right areas, make sure organisms are projected, maintain all the organisms in your body, and have your organisms healthy.",0
167,12931,The rna will leave and go through a lil tunnel and go to the and the break off into 2 piece and then combine to make one later on into DNA.,0
168,12932,goes through ribosomes,0
169,12933,After the mRNA leaves the nucleus it goes to the ribosomes to start the processed of transrelation from the code the DNA strand had to the code the ribosomes can use to make the proteins and ounce the new protein get the estop codon the ribosome releases the new protein.,1
170,12934,"It has to find a nitrogenous base match with a certain strand of DNA because only certain bases fit with the other bases. Then, they have to align themselves up to the right base of each base. Next, they slowly attach to each other one at a time. Finally, they all come together and it is all done.",0
171,12935,mRNA to rRNA to tRNA to Golgi apparatus,0
172,12936,"Four major steps are how I tis made, when it splits, an how many it can make.",0
173,12937,"reproduction, meiosis, transporting, leaving",0
174,12938,"interphase, prophase, metaphase, anaphase",0
175,12939,"interphase, prophase, telophase and anaphase",0
176,12940,"the mRNA goes to a deoxyribose protein that attaches to the mRNA and transcribes it. Next, tRNA bring the correct amino acids to create the protein. the ribosome then puts the amino acids in place. A new protein is created",1
177,12941,"Prophase, Metaphase, Anaphase, and Telophase.",0
178,12942,the mRNA takes the Protein the tRNA. Then the tRNA attach the protein to the RNA and the Amino acids are attach the  mRNA.,0
179,12943,NUCLEUS SPLITS SPREAD APART FORMS A NEW CELL,0
