,id,response,true_score
507,13273,"  mRNA leaves the nucleus  the mRNA puts the RNA into the organelle to start to make proteins  then the tRNA goes to get the amino acids  when the tRNA gets back, the proteins line up with the mRNA to finish the process of protein synthesis",1
508,13274,MITOCHONDRIA PROTEINS TANSLAIONTANSEION,0
509,13275,The mRNA tells what the codons are. The tRNA changes the DNA form of codons in to RNA form of codons. The rRNA creates the new strand of RNA to create new proteins.,0
510,13276,There begins a process when parts of a cell being coping a DNA strand like you would for an old movie their.,0
511,13277,"mRNA leaves the nucleus, mRNA sends protein information to new RNA. The new RNA takes the code and synthesizes to the new protein",0
512,13278,"the mRNA gets transcribed, it leaves the nucleus by the ribosomes,  then it travels on the Endoplasmic reticulum, and goes to the lissome and gets translated to  proteins.",1
513,13279,"After mRNA leaves the nucleus, four major steps take place in order to complete protein synthesis.     The mRNA contains the codes for creating the proteins and thus goes to the ribosomes, which make proteins.       The ribosomes receive this information from the mRNA and translate the code into the type of protein that must be made.       This translated code provides the instructions for making the protein, and the ribosomes begin creating the protein.       Several proteins are made with specialized functions, depending on their code.",1
514,13280,"mRNA leaves the nucleus. tRNA transfers it over to mRNA, which gives the message of genes to the rRNA, which carries out the job.",0
515,13281, trna attaches to the mrna ribosomes come in and attach codons and anticodons attach  polypeptide chain is formed,1
516,13282,"After mRNA leaves the nucleus, it translates the DNA into RNA. The tRNA goes and retrieves the right amino acid to be coded in. Then, the rRNA check the chain for any mistakes. At last, the protein is sent out to wherever it is needed.",0
517,13283,Sugars?,0
518,13284,mRNA leaves the nucleus through osmosis. It goes to the electron transport chain then is transported to the calvin cycle. No oxygen means the system gets backed up.,0
519,13285,"Metaphase, prophase, anaphase, and interphase",0
520,13286,It leaves the nucleus. Then exits the cell. Grabs information from a strand in the body somewhere. Then returns to the cells nucleus.,0
521,13287,mRNA leaves the nucleus. Gets the protein. Breaks it down. Sends it off to the rest of the body.,0
522,13288,"The mRNA leaves the nucleus and then tell the rest of the cell what to do. It then makes all of the proteins line up in the right order so that DNA can be made. It must make sure that all the proteins are in the right sequence, because a defect in the sequence can cause a mutation causing problems for everything else in the body. Once everything is lined up and checked it is then DNA.",0
523,13289,The mRNA connecting to make the DNA. The DNA reproducing and spreading throughout the cell. The tRNA taking the carbon dioxide to the chlorophyl to be converted into oxygen. The oxygen leavening the cell as waste.,0
524,13290, Ribosomes have to make Protein. Protein goes to the Mitchondria. The Golgi Body then takes it.  mRNA takes over and releases the proteins.,0
525,13291,"After mRNA leaves the nucleus and goes to the ribosomes, then starts making protein.",1
526,13292,After it leaves it goes to the cell that has been copied then after that it makes another copy then it starts the cycle of meiosis and then that becomes RNA and that would match the exact sequence as the DNA.,0
527,13293, The mRNA leaves the nucleus and goes towards the ribosome.   tRNA comes to the ribosome carrying an amino acid.   The tRNA reads the codons on the mRNA which code for each amino acid.   The amino acids form a polypeptide chain which becomes a protein.,2
528,13294,The RNA sends a message sequence to the new sell with the cells information.,0
529,13295,when mRNA leaves the nucleus the strand of DNA goes through transcription where codons fix mistakes. Then the mRNA becomes tRNA then it marches up with different types of amino acids.,0
530,13296,"THE FOUR MAJOR STEPS ARE MRNA LEAVES THE NUCLEUS, IT GOES THROUGH THE MITOCHONDRIA, AND OUT.",0
531,13297,proteins are lipids that create building blocks to help the body. the blocks then go the where the body mostly needs it. mRNA is the deliverer from the DNA. the mRNA then sends whatever needs to be send to whichever part of the body.,0
532,13298,A or C or U latch together. G and D latch together. They form a strand.,0
533,13299,new mRNA is made. The protein goes through a series of changes. It passes on data or mRNA. It gets data from other proteins.,0
534,13300,"The mRNA leaves the nucleus and then attaches to rRNA, ribosomal RNA. Once firmly attached to this ribosomal RNA, the mRNA forms codons, which are a set of three nucleotides. These codons then match with anticodons on tRNA, which also hold amino acids. The amino acids on the tRNA form peptide bonds with the other amino acids to form a chain. Once the bond between two proteins has been formed, the tRNA floats away to find another amino acid to carry. This process continues until there is a full chain of amino acids, which then creates a protein.",3
535,13301,"proteins move into the cells,",0
536,13302,First mRNA leaves the nucleus. Second tRNA carries the instructions from the nucleus for the amino acid sequence of a protein. Then comes r RNA.,0
537,13303,"m-RNA leaves the nucleus. Then the m-RNA goes and gets a ribosome from Smooth Endoplasmic Reticulum. It then takes the ribosome to the mitochondria and uses sugar, nitrogen, and carbon dioxide to produce a protein consisting of amino acids.",1
538,13304,"After mRNA leaves the nucleus, it is sent to the ribosome. In the ribosome, the mRNA is read by the tRNA in a process called transcription. For every three base pairs, an amino acid is made. The tRNA continues to read the mRNA until a stop codon tells it to stop. All the amino acids are held together by peptide bonds. The finished product of amino acids is a protein.",2
539,13305,After the mRNA leaves it must brake down. Then after it breaks in halk those to halves have to make a new half. Then making those new halves you have two new protein strands.,0
